id,typesPoste,producteurs,nom,dateDebut,dateFin,altitude,latitude,longitude
1004003,4,['METEO-FRANCE'],AMBERIEU-EN-BUGEY (AMBERIEU),1875-01-01 00:00:00,1886-12-31 00:00:00,[249],[45.955],[5.3483333333333345]
1010001,4,['METEO-FRANCE'],ANGLEFORT,1950-01-01 00:00:00,1985-07-31 00:00:00,[280],[45.9],[5.7666666666666675]
1014001,4,['METEO-FRANCE'],ARBENT,1969-11-01 00:00:00,1988-12-31 00:00:00,[535],[46.266666666666666],[5.65]
1025001,4,['METEO-FRANCE'],BAGE-DOMMARTIN (BAGE),1992-01-01 00:00:00,2020-12-31 00:00:00,[200],[46.32516666666667],[4.953166666666666]
1027001,4,['AUTRES'],BALAN,1968-03-01 00:00:00,1991-05-31 00:00:00,[197],[45.833333333333336],[5.083333333333333]
1027002,4,['METEO-FRANCE'],BALAN,2001-11-01 00:00:00,2020-12-31 00:00:00,[184],[45.83283333333333],[5.086]
1028001,4,['METEO-FRANCE'],BANEINS,1978-09-01 00:00:00,2020-12-31 00:00:00,[243],[46.122],[4.9045000000000005]
1029001,4,"['PROTECTION DES VEGETAUX', 'METEO-FRANCE']",BEAUPONT,1975-01-01 00:00:00,1993-12-31 00:00:00,[210],[46.41166666666667],[5.263333333333334]
1033001,4,['METEO-FRANCE'],VALSERHONE (BELLEGARDE MAN),1979-01-01 00:00:00,2006-12-31 00:00:00,[500],[46.10333333333333],[5.846666666666667]
1033002,2,['AUTRES'],VALSERHONE (BELLEGARDE),1994-04-01 00:00:00,2023-12-10 00:00:00,[350],[46.0865],[5.814166666666667]
1034001,4,"['ELECTRICITE DE FRANCE', 'METEO-FRANCE']",BELLEY (BELLEY MAN),1873-06-01 00:00:00,2008-10-31 00:00:00,"[280, 276, 277, 278]","[45.755, 45.75833333333333]","[5.686666666666666, 5.688333333333333]"
1034002,4,['METEO-FRANCE'],BELLEY,1925-10-01 00:00:00,1943-12-31 00:00:00,[287],[45.75833333333333],[5.688333333333333]
1037001,4,['METEO-FRANCE'],BENONCES,1976-01-01 00:00:00,2020-12-31 00:00:00,[944],[45.86233333333333],[5.484166666666667]
1043001,4,['METEO-FRANCE'],BEYNOST,1996-08-01 00:00:00,2018-03-31 00:00:00,[220],"[45.83733333333333, 45.83833333333333]","[4.990666666666667, 5.004666666666667]"
1053001,4,"['ELECTRICITE DE FRANCE', 'METEO-FRANCE']",BOURG-EN-BRESSE (BOURG EN BRESSE),1845-01-01 00:00:00,1992-12-31 00:00:00,"[240, 243]","[46.20666666666666, 46.205]","[5.221666666666667, 5.225]"
1053003,4,['METEO-FRANCE'],BOURG-EN-BRESSE (BOURG EN BRESSE),1979-09-01 00:00:00,1995-01-31 00:00:00,[250],[46.215],[5.258333333333334]
1053004,4,['METEO-FRANCE'],BOURG-EN-BRESSE (BOURG-EN-BRESSE SERV.  HYDRO),1887-01-01 00:00:00,1916-12-31 00:00:00,[246],[46.205],[5.226666666666667]
1059001,4,['METEO-FRANCE'],ARVIERE-EN-VALROMEY (BRENAZ),1992-11-01 00:00:00,1998-12-31 00:00:00,[695],[45.94833333333333],[5.721666666666667]
1060001,4,['METEO-FRANCE'],BRENOD,1899-01-01 00:00:00,1913-12-31 00:00:00,[831],[46.06],[5.605]
1068001,4,['METEO-FRANCE'],CERDON,1983-01-01 00:00:00,2020-12-31 00:00:00,[315],[46.082],[5.465166666666667]
1074001,4,['METEO-FRANCE'],CHALAMONT,1875-01-01 00:00:00,1886-12-31 00:00:00,[239],[45.99666666666667],[5.171666666666667]
1082001,4,"['ELECTRICITE DE FRANCE', 'METEO-FRANCE']",CHANAY,1964-12-01 00:00:00,1996-12-31 00:00:00,[480],"[46.00333333333333, 46.005]","[5.788333333333333, 5.781666666666666]"
1085001,4,['METEO-FRANCE'],LA CHAPELLE-DU-CHATELARD (LA CHAPELLE),1947-01-01 00:00:00,1966-10-31 00:00:00,[266],[46.07],[5.025]
1092001,4,['METEO-FRANCE'],CHATILLON-LA-PALUD (CHATILLON),1954-06-01 00:00:00,2017-05-31 00:00:00,[257],[45.969],[5.251]
1093001,4,['METEO-FRANCE'],CHATILLON-SUR-CHALARONNE (CHATILLON/CHALA),1865-01-01 00:00:00,1886-01-31 00:00:00,[239],[46.12166666666667],[4.955]
1104001,4,['ELECTRICITE DE FRANCE'],CHEZERY-FORENS (CHEZERY),1971-06-01 00:00:00,2000-04-30 00:00:00,[700],[46.24],[5.8966666666666665]
1105001,4,['METEO-FRANCE'],CIVRIEUX,1979-10-01 00:00:00,2020-12-31 00:00:00,"[291, 292, 293]","[45.91166666666667, 45.92333333333333, 45.92]","[4.891166666666667, 4.881666666666667, 4.888333333333334]"
1115001,4,['METEO-FRANCE'],CONFRANCON,1974-06-01 00:00:00,1994-10-31 00:00:00,[200],[46.25333333333333],[5.06]
1118001,4,['METEO-FRANCE'],CORBONOD,1973-01-01 00:00:00,1977-12-31 00:00:00,[330],[45.968333333333334],[5.808333333333334]
1128001,4,['METEO-FRANCE'],COURTES,1982-06-01 00:00:00,2009-04-30 00:00:00,[220],[46.45166666666667],[5.103333333333333]
1143001,4,['METEO-FRANCE'],DIVONNE-LES-BAINS (DIVONNE),1946-04-01 00:00:00,2003-09-30 00:00:00,"[488, 473]","[46.375, 46.376666666666665, 46.373333333333335]","[6.156666666666666, 6.163333333333333, 6.158333333333333]"
1148001,4,['METEO-FRANCE'],DORTAN,1948-10-01 00:00:00,1952-12-31 00:00:00,[308],[46.321666666666665],[5.658333333333333]
1157001,4,['METEO-FRANCE'],FAREINS,1947-04-01 00:00:00,1959-01-31 00:00:00,[220],[46.02],[4.76]
1160001,4,['METEO-FRANCE'],FERNEY-VOLTAIRE,1960-01-01 00:00:00,1974-12-31 00:00:00,[435],[46.255],[6.108333333333333]
1173001,4,['METEO-FRANCE'],GEX,1964-03-01 00:00:00,2013-10-08 00:00:00,[612],[46.34],[6.063166666666667]
1173002,4,['METEO-FRANCE'],GEX,1919-01-01 00:00:00,1937-12-31 00:00:00,[1323],[46.37],[6.018333333333333]
1173011,4,['METEO-FRANCE'],GEX,1873-01-01 00:00:00,1936-08-31 00:00:00,[612],[46.333333333333336],[6.058333333333334]
1174001,4,"['ELECTRICITE DE FRANCE', 'METEO-FRANCE']",GIRON,1959-01-01 00:00:00,2020-12-31 00:00:00,"[980, 1015]","[46.229, 46.23, 46.22666666666667]","[5.7725, 5.7745, 5.775]"
1175001,4,['METEO-FRANCE'],GORREVOD,1975-01-01 00:00:00,2020-12-31 00:00:00,[195],[46.41833333333334],[4.938333333333333]
1176001,4,"['ELECTRICITE DE FRANCE', 'METEO-FRANCE']",HAUT VALROMEY (GD ABERGEMENT),1964-01-01 00:00:00,1971-12-31 00:00:00,[810],[46.035],[5.671666666666667]
1184001,4,['METEO-FRANCE'],HAUTECOURT-ROMANECHE (HAUTECOURT),1967-01-01 00:00:00,2020-12-31 00:00:00,[458],"[46.1545, 46.1575]","[5.404, 5.4]"
1185001,4,['METEO-FRANCE'],PLATEAU D'HAUTEVILLE (HAUTEVILLE),1963-05-01 00:00:00,1988-12-31 00:00:00,[820],"[45.96666666666667, 45.97833333333333]","[5.6, 5.605]"
1185002,4,['METEO-FRANCE'],PLATEAU D'HAUTEVILLE (HAUTEVILLE),1874-01-01 00:00:00,1938-12-31 00:00:00,[801],[45.97833333333333],[5.605]
1185005,4,['METEO-FRANCE'],PLATEAU D'HAUTEVILLE (LACOUX),1943-01-01 00:00:00,1962-12-31 00:00:00,[800],[45.97833333333333],[5.596666666666667]
1187001,4,['METEO-FRANCE'],HAUT VALROMEY (LES PLANS D'HOTONNES),2009-01-01 00:00:00,2020-12-31 00:00:00,[1048],[46.0365],[5.699833333333333]
1190001,4,['METEO-FRANCE'],INNIMOND,2002-05-01 00:00:00,2020-12-31 00:00:00,[880],[45.7825],[5.5728333333333335]
1192001,4,['ELECTRICITE DE FRANCE'],IZERNORE,1949-05-01 00:00:00,1992-09-30 00:00:00,[430],[46.225],[5.541666666666667]
1196001,4,['METEO-FRANCE'],JAYAT,1888-01-01 00:00:00,1917-12-31 00:00:00,[214],[46.36833333333333],[5.118333333333333]
1200001,4,['METEO-FRANCE'],LABALME,1957-01-01 00:00:00,1982-12-31 00:00:00,[596],[46.095],[5.483333333333333]
1204001,4,['METEO-FRANCE'],LE POIZAT-LALLEYRIAT (LALLEYRIAT),1981-06-01 00:00:00,2020-12-31 00:00:00,[850],[46.152833333333334],[5.717166666666666]
1204002,3,"['AUTRES', 'METEO-FRANCE']",LE POIZAT-LALLEYRIAT (BURL),1996-04-01 00:00:00,2005-10-24 00:00:00,[530],[46.166666666666664],"[5.706666666666667, 5.71]"
1209001,4,['METEO-FRANCE'],LEAZ,1975-01-01 00:00:00,1977-12-31 00:00:00,[480],[46.098333333333336],[5.881666666666667]
1209002,4,['METEO-FRANCE'],LEAZ (LEAZ BOURG),1879-04-01 00:00:00,1883-03-31 00:00:00,[497],[46.098333333333336],[5.881666666666667]
1210001,4,['METEO-FRANCE'],LELEX,1982-12-01 00:00:00,1986-11-30 00:00:00,[930],[46.30166666666667],[5.941666666666666]
1210002,4,['METEO-FRANCE'],LELEX,1990-01-01 00:00:00,1996-12-31 00:00:00,"[875, 900]",[46.303333333333335],[5.943333333333333]
1216001,4,"['ELECTRICITE DE FRANCE', 'METEO-FRANCE']",LHUIS,1879-04-01 00:00:00,1989-12-31 00:00:00,[225],[45.733333333333334],[5.533333333333333]
1224001,4,"['PROTECTION DES VEGETAUX', 'METEO-FRANCE']",LOYETTES,1952-01-01 00:00:00,1989-12-31 00:00:00,[194],[45.8],[5.233333333333333]
1224002,4,['PROTECTION DES VEGETAUX'],LOYETTES,1990-01-01 00:00:00,2019-12-31 00:00:00,[198],[45.8065],[5.238333333333333]
1229001,4,['METEO-FRANCE'],MALAFRETAZ (MALAFRETAZ BOURG),1918-01-01 00:00:00,1920-12-31 00:00:00,[210],[46.325],[5.145]
1231001,4,['METEO-FRANCE'],MANZIAT,1977-08-01 00:00:00,1979-05-31 00:00:00,[210],[46.36],[4.906666666666666]
1235002,3,['COOPERATIVE AGRICOLE OU ASSOCIATIONS A VOCATION AGRICOLE ou VITICOLE'],MARLIEUX,1999-08-01 00:00:00,2018-09-30 00:00:00,[273],[46.04666666666667],[5.073333333333333]
1243001,4,['METEO-FRANCE'],MESSIMY-SUR-SAONE (MESSIMY),1959-02-01 00:00:00,2018-12-31 00:00:00,"[220, 175]","[46.045, 46.04716666666667, 46.05]","[4.763333333333334, 4.758333333333334, 4.757666666666666]"
1247002,4,['METEO-FRANCE'],MIJOUX,1958-11-01 00:00:00,1960-04-30 00:00:00,[1500],[46.36666666666667],[5.993333333333333]
1247004,4,['METEO-FRANCE'],MIJOUX,1995-01-01 00:00:00,1996-12-31 00:00:00,[1015],[46.37833333333333],[6.021666666666666]
1247005,4,['METEO-FRANCE'],MIJOUX (MIJ LELEX),1997-01-01 00:00:00,1997-05-31 00:00:00,[890],[46.321666666666665],[5.951666666666667]
1250001,4,['AUTRES'],MISERIEUX,1929-01-01 00:00:00,1996-12-31 00:00:00,[270],[45.98166666666667],[4.801666666666667]
1255001,4,['METEO-FRANCE'],MONTAGNIEU,1948-01-01 00:00:00,1975-12-31 00:00:00,[220],[45.79333333333334],[5.47]
1255002,4,['METEO-FRANCE'],MONTAGNIEU,1990-01-01 00:00:00,2020-12-31 00:00:00,"[336, 340]","[45.794333333333334, 45.794]","[5.469333333333333, 5.469833333333334]"
1262001,4,['PROTECTION DES VEGETAUX'],MONTLUEL,1875-01-01 00:00:00,1983-02-28 00:00:00,"[186, 195]","[45.925, 45.85166666666667]","[5.025, 5.056666666666667]"
1262003,4,['AUTRES'],MONTLUEL,1983-09-01 00:00:00,1990-12-31 00:00:00,[280],[45.9],[5.016666666666667]
1262004,4,['METEO-FRANCE'],MONTLUEL,1997-01-01 00:00:00,2020-12-31 00:00:00,[275],[45.907666666666664],[5.017166666666666]
1263001,4,['METEO-FRANCE'],MONTMERLE-SUR-SAONE (MONTMERLE-SUR-SAONE P.C.),1845-01-01 00:00:00,1850-03-31 00:00:00,[58],[46.08166666666666],[4.756666666666667]
1265001,4,['METEO-FRANCE'],MONTREAL-LA-CLUSE (MONTREAL),1933-01-01 00:00:00,1956-12-31 00:00:00,[495],[46.18666666666667],[5.566666666666666]
1267001,4,"['ELECTRICITE DE FRANCE', 'METEO-FRANCE']",NURIEUX-VOLOGNAT (MORNAY),1928-01-01 00:00:00,1968-12-31 00:00:00,[450],[46.195],[5.5166666666666675]
1273001,4,"['ELECTRICITE DE FRANCE', 'METEO-FRANCE']",NEUVILLE-SUR-AIN (NEUVILLE),1888-01-01 00:00:00,2019-12-31 00:00:00,"[256, 259, 291, 300, 270, 275]","[46.086666666666666, 46.09166666666667, 46.08316666666666, 46.083333333333336]","[5.38, 5.378333333333333, 5.373833333333334, 5.37, 5.373333333333333]"
1273002,4,['METEO-FRANCE'],NEUVILLE-SUR-AIN,1865-01-01 00:00:00,1865-12-31 00:00:00,[240],[46.085],[5.37]
1276001,4,['METEO-FRANCE'],NIEVROZ,1997-01-01 00:00:00,2001-12-31 00:00:00,[182],[45.81666666666667],[5.07]
1283001,4,['AUTRES'],OYONNAX,1989-01-01 00:00:00,2006-04-30 00:00:00,[535],[46.27166666666667],[5.661666666666667]
1301001,2,['AUTRES'],POLLIAT,1992-08-01 00:00:00,1996-06-30 00:00:00,[201],[46.236666666666665],[5.11]
1304001,4,['METEO-FRANCE'],PONT-D'AIN (PONT-D AIN),1873-01-01 00:00:00,1887-12-31 00:00:00,[242],[46.05],[5.335]
1305001,4,['METEO-FRANCE'],PONT-DE-VAUX,1873-01-01 00:00:00,1912-10-31 00:00:00,[181],[46.43333333333333],[4.936666666666666]
1350001,4,['METEO-FRANCE'],SAINT-ETIENNE-DU-BOIS (SAINT ETIENNE DU BOIS),1998-07-01 00:00:00,2020-12-31 00:00:00,[243],[46.296],[5.279666666666666]
1364001,4,['METEO-FRANCE'],SAINT-JEAN-SUR-REYSSOUZE (ST-JEAN/REYSSOU),1947-11-01 00:00:00,1957-12-31 00:00:00,[208],[46.39666666666667],[5.061666666666666]
1367001,4,"['ELECTRICITE DE FRANCE', 'METEO-FRANCE']",SAINT-JULIEN-SUR-REYSSOUZE (ST-JULIEN/REYSS),1928-03-01 00:00:00,1982-07-31 00:00:00,[189],[46.38333333333333],[5.116666666666666]
1374001,4,['METEO-FRANCE'],SAINT-MARTIN-DU-MONT (ST MARTIN),1967-01-01 00:00:00,1996-12-31 00:00:00,[380],[46.10166666666667],[5.328333333333333]
1374002,4,['METEO-FRANCE'],SAINT-MARTIN-DU-MONT (SAINT MARTIN DU MONT),1997-01-01 00:00:00,2020-12-31 00:00:00,[265],[46.11833333333333],"[5.318833333333333, 5.321666666666666]"
1384001,4,['METEO-FRANCE'],SAINT-RAMBERT-EN-BUGEY (SAINT RAMBERT EN BUGEY),1990-04-01 00:00:00,2020-12-31 00:00:00,[285],[45.931666666666665],[5.426666666666667]
1384002,4,['METEO-FRANCE'],SAINT-RAMBERT-EN-BUGEY,1838-01-01 00:00:00,1843-12-31 00:00:00,[310],[45.946666666666665],[5.436666666666666]
1386001,4,['METEO-FRANCE'],SAINT-SORLIN-EN-BUGEY (ST-SORLIN),1949-11-01 00:00:00,1955-10-31 00:00:00,[200],[45.88333333333333],[5.373333333333333]
1391001,4,['METEO-FRANCE'],SALAVRE,1956-07-01 00:00:00,2020-12-31 00:00:00,[240],"[46.365, 46.36383333333333, 46.36333333333334]",[5.346666666666667]
1407001,4,['METEO-FRANCE'],SEYSSEL,1985-09-01 00:00:00,2020-12-31 00:00:00,"[260, 285]","[45.95333333333333, 45.946666666666665]","[5.824, 5.831666666666667]"
1408001,4,['METEO-FRANCE'],SIMANDRE-SUR-SURAN (SIMANDRE),1998-08-01 00:00:00,2001-06-30 00:00:00,[400],[46.248333333333335],[5.455]
1416001,4,"['ELECTRICITE DE FRANCE', 'METEO-FRANCE']",TENAY,1933-07-01 00:00:00,2007-12-31 00:00:00,"[345, 390, 353]","[45.92333333333333, 45.91833333333334]","[5.506666666666667, 5.51]"
1419001,3,['METEO-FRANCE'],THOIRY,1994-09-01 00:00:00,2002-08-31 00:00:00,[605],[46.24166666666667],[5.968333333333334]
1420001,4,['METEO-FRANCE'],THOISSEY,1875-01-01 00:00:00,1886-01-31 00:00:00,[178],[46.17333333333333],[4.801666666666667]
1426001,4,['METEO-FRANCE'],VAL-REVERMONT (TREFFORT),1957-01-01 00:00:00,1978-02-28 00:00:00,[310],[46.221666666666664],[5.366666666666666]
1427001,4,['METEO-FRANCE'],TREVOUX,1865-01-01 00:00:00,1894-12-31 00:00:00,[188],[45.891666666666666],[4.773333333333333]
1430001,4,['METEO-FRANCE'],VARAMBON (VARAMBON BOURG),1845-04-01 00:00:00,1847-12-31 00:00:00,[58],[46.041666666666664],[5.313333333333333]
1441001,4,['METEO-FRANCE'],VIEU-D'IZENAVE (VIEU),1990-01-01 00:00:00,2020-12-31 00:00:00,[615],[46.08883333333333],[5.5408333333333335]
1447001,4,['METEO-FRANCE'],VILLEREVERSURE,1953-10-01 00:00:00,1977-12-31 00:00:00,[299],[46.18333333333333],[5.378333333333333]
1452001,4,"['ELECTRICITE DE FRANCE', 'METEO-FRANCE']",VIRIEU-LE-GRAND,1950-01-01 00:00:00,1986-12-31 00:00:00,[284],"[45.833333333333336, 45.848333333333336]","[5.65, 5.651666666666666]"
1452002,4,['METEO-FRANCE'],VIRIEU-LE-GRAND (VIRIEU-LE-GRAND BOURG),1884-01-01 00:00:00,1886-02-28 00:00:00,[274],[45.85],[5.651666666666666]
1453001,4,['METEO-FRANCE'],ARVIERE-EN-VALROMEY (VIRIEU-LE-PETIT),1999-01-01 00:00:00,2018-06-01 00:00:00,[603],[45.90683333333333],[5.718166666666667]
1457001,4,['METEO-FRANCE'],VONNAS,1947-01-01 00:00:00,1992-03-31 00:00:00,[190],[46.218333333333334],"[4.991666666666666, 4.99]"
2011001,4,['METEO-FRANCE'],AMBLENY (AMBLENY BOURG),1949-01-01 00:00:00,1950-12-31 00:00:00,[70],[49.38],[3.181666666666666]
2022001,4,['AGENCE FINANCIERE DE BASSIN'],ARCY-SAINTE-RESTITUE (ARCY-STE-RESTIT),1970-09-01 00:00:00,2007-01-01 00:00:00,[104],[49.263333333333335],[3.505]
2031001,4,"['METEO-FRANCE', 'AGENCE FINANCIERE DE BASSIN']",AUBENTON,1971-03-01 00:00:00,2011-11-30 00:00:00,"[177, 172]","[49.83833333333333, 49.834]","[4.198333333333333, 4.2005]"
2035001,4,['METEO-FRANCE'],AUDIGNY,1982-05-01 00:00:00,2006-01-01 00:00:00,[150],[49.86666666666667],[3.65]
2037001,4,['METEO-FRANCE'],AULNOIS-SOUS-LAON,1910-01-01 00:00:00,1910-12-31 00:00:00,[70],[49.61333333333334],[3.6]
2065001,4,['METEO-FRANCE'],BELLICOURT (BELLICOURT RIQUEVAL),1932-02-01 00:00:00,1939-12-31 00:00:00,[132],[49.96],[3.235]
2068001,4,['METEO-FRANCE'],BERLANCOURT (BERLANCOURT AGGLOMERATION),1909-01-01 00:00:00,1910-12-31 00:00:00,[94],[49.778333333333336],[3.756666666666667]
2073001,4,['METEO-FRANCE'],BERRY-AU-BAC (BERRY-AU-BAC AGGLOMERATION),1859-01-01 00:00:00,1926-12-31 00:00:00,[58],[49.403333333333336],[3.9033333333333333]
2073002,4,['METEO-FRANCE'],BERRY-AU-BAC (BERRY-AU-BAC CANAL),1871-01-01 00:00:00,1880-12-31 00:00:00,[57],[49.403333333333336],[3.9033333333333333]
2083001,4,['AGENCE FINANCIERE DE BASSIN'],BEUVARDES (BEUVARDES FERME D'ARTOIS),1972-01-01 00:00:00,1992-12-31 00:00:00,[215],[49.12833333333333],[3.468333333333333]
2085001,4,['METEO-FRANCE'],BEZU-SAINT-GERMAIN (BEZU-SAINT-GERMAIN SANEF),1988-06-01 00:00:00,1991-03-31 00:00:00,[195],[49.08],[3.393333333333333]
2086001,4,['METEO-FRANCE'],BICHANCOURT,1968-04-01 00:00:00,2022-12-31 00:00:00,"[59, 43]","[49.583333333333336, 49.57933333333333]","[3.210833333333333, 3.2]"
2095001,4,['METEO-FRANCE'],BOHAIN-EN-VERMANDOIS (BOHAIN-EN-VERMA),1934-01-01 00:00:00,2000-01-31 00:00:00,[135],"[49.986666666666665, 49.983333333333334]","[3.45, 3.453333333333333]"
2095002,4,['METEO-FRANCE'],BOHAIN-EN-VERMANDOIS,1911-08-01 00:00:00,1914-06-30 00:00:00,[120],[49.986666666666665],[3.453333333333333]
2100001,4,['METEO-FRANCE'],BONY,1955-06-01 00:00:00,2016-04-01 00:00:00,"[92, 94]",[50.003166666666665],[3.2245]
2109001,4,['AGENCE FINANCIERE DE BASSIN'],LA BOUTEILLE,1970-07-01 00:00:00,2007-12-31 00:00:00,"[131, 133]",[49.891666666666666],[3.968333333333333]
2110001,4,['METEO-FRANCE'],BRAINE (BRAINE - MAN),1964-01-01 00:00:00,2009-12-31 00:00:00,[53],"[49.34166666666667, 49.344166666666666]","[3.5275, 3.533333333333333]"
2114001,4,['METEO-FRANCE'],BRASLES,1980-03-01 00:00:00,2002-01-31 00:00:00,[64],[49.04866666666667],[3.4211666666666662]
2133001,4,['METEO-FRANCE'],BUCY-LES-PIERREPONT,1910-01-01 00:00:00,1914-06-30 00:00:00,[106],[49.64666666666667],[3.9016666666666673]
2135001,4,['AGENCE FINANCIERE DE BASSIN'],BUIRONFOSSE,1980-01-01 00:00:00,2007-12-31 00:00:00,[208],[49.961666666666666],[3.838333333333333]
2153001,4,['AGENCE FINANCIERE DE BASSIN'],CESSIERES-SUZY (CESSIERES),1970-09-01 00:00:00,2006-06-01 00:00:00,"[107, 115]","[49.55833333333333, 49.553333333333335]","[3.498333333333333, 3.4916666666666663]"
2157001,4,['METEO-FRANCE'],CHAMBRY (CHAMBRY AGGLOMERATION),1910-11-01 00:00:00,1914-06-30 00:00:00,[80],[49.59166666666667],[3.6550000000000002]
2163001,4,['METEO-FRANCE'],CHARLY-SUR-MARNE (CHARLY),1951-01-01 00:00:00,2002-04-30 00:00:00,"[64, 63]","[48.97666666666667, 48.983333333333334]","[3.3, 3.285]"
2168001,4,['METEO-FRANCE'],CHATEAU-THIERRY,1910-01-01 00:00:00,1980-12-31 00:00:00,[64],[49.045],[3.401666666666667]
2173001,4,['METEO-FRANCE'],CHAUNY (CHAUNY RUE DU PORT),1913-11-01 00:00:00,1968-04-30 00:00:00,[47],[49.61666666666667],[3.218333333333333]
2182001,4,['METEO-FRANCE'],CHEVENNES,1956-11-01 00:00:00,2000-10-31 00:00:00,"[140, 125]","[49.815, 49.81666666666667]","[3.733333333333333, 3.731666666666666]"
2184001,4,['METEO-FRANCE'],CHEVRESIS-MONCEAU,1910-01-01 00:00:00,1914-06-30 00:00:00,[65],[49.755],[3.571666666666666]
2197001,2,['METEO-FRANCE'],CLAIRFONTAINE,1987-09-01 00:00:00,2007-03-01 00:00:00,[225],[49.96666666666667],[3.9666666666666672]
2199001,4,['METEO-FRANCE'],CLASTRES,1951-08-01 00:00:00,2013-01-01 00:00:00,[75],"[49.745, 49.74283333333333]","[3.2285, 3.231666666666666]"
2217001,4,['METEO-FRANCE'],COUCY-LE-CHATEAU-AUFFRIQUE (COUCY-LE-CHATEAU-TRAVERSIERE),1973-07-01 00:00:00,1982-12-31 00:00:00,[106],[49.51833333333333],[3.321666666666666]
2217002,4,['METEO-FRANCE'],COUCY-LE-CHATEAU-AUFFRIQUE,1964-08-01 00:00:00,1973-06-30 00:00:00,[52],[49.51833333333333],[3.321666666666666]
2217003,4,['METEO-FRANCE'],COUCY-LE-CHATEAU-AUFFRIQUE (COUCY-LE-CHATEAU-AUFFRIQUE-AGG),1875-01-01 00:00:00,1880-12-31 00:00:00,[127],[49.51833333333333],[3.321666666666666]
2219001,4,['METEO-FRANCE'],COUCY-LA-VILLE,1983-01-01 00:00:00,2021-01-01 00:00:00,[171],[49.550666666666665],[3.361166666666666]
2220001,4,['METEO-FRANCE'],COULONGES-COHAN,1960-04-01 00:00:00,2012-03-31 00:00:00,[168],[49.214166666666664],[3.605833333333333]
2237001,4,['AGENCE FINANCIERE DE BASSIN'],CRECY-SUR-SERRE,1970-08-01 00:00:00,1990-12-31 00:00:00,"[68, 70]","[49.75833333333333, 49.696666666666665]","[3.626666666666666, 3.621666666666666]"
2239001,4,['METEO-FRANCE'],CREZANCY,1929-01-01 00:00:00,2006-09-01 00:00:00,[125],[49.05],[3.5]
2239002,4,['METEO-FRANCE'],CREZANCY (CREZANCY AGGLOMERATION),1912-03-01 00:00:00,1914-06-30 00:00:00,[72],[49.04666666666667],[3.51]
2258001,4,['METEO-FRANCE'],DAMMARD,1959-05-01 00:00:00,2012-03-31 00:00:00,[146],[49.14633333333333],[3.197333333333333]
2264001,4,['METEO-FRANCE'],DIZY-LE-GROS (DIZY-LE-GROS AGGLOMERATION),1874-01-01 00:00:00,1914-08-31 00:00:00,[140],[49.63],[4.021666666666666]
2277001,4,['AGENCE FINANCIERE DE BASSIN'],EPAGNY (EPAGNY RUE PRINCIPALE),1970-10-01 00:00:00,1993-12-31 00:00:00,"[81, 75, 79]","[49.46, 49.46333333333333, 49.461666666666666]",[3.2416666666666663]
2278001,4,['METEO-FRANCE'],EPARCY,1948-05-01 00:00:00,2003-06-30 00:00:00,[161],[49.875],[4.0595]
2295001,4,['METEO-FRANCE'],ETREAUPONT (ETREAUPONT BOURG),1933-04-01 00:00:00,1935-07-31 00:00:00,[127],[49.901666666666664],[3.913333333333333]
2298001,4,['METEO-FRANCE'],ETREUX,1887-03-01 00:00:00,2016-06-01 00:00:00,"[128, 138, 120]","[49.99333333333333, 50.00183333333333, 49.987833333333334]","[3.6814999999999998, 3.6533333333333333, 3.646833333333333]"
2298003,4,['METEO-FRANCE'],ETREUX (ETREUX ECLUSE),1840-10-01 00:00:00,1843-07-31 00:00:00,[131],[49.99333333333333],[3.6533333333333333]
2301001,4,['METEO-FRANCE'],ANIZY-LE-GRAND (FAUCOUCOURT FERME D'HUEZ),1951-08-01 00:00:00,1956-11-30 00:00:00,[95],[49.531666666666666],[3.465]
2301002,4,['METEO-FRANCE'],ANIZY-LE-GRAND (FAUCOUCOURT),1984-01-01 00:00:00,2021-01-01 00:00:00,[100],[49.52733333333333],[3.462166666666666]
2304001,4,['METEO-FRANCE'],LA FERE (LA FERE AGGLOMERATION),1912-01-01 00:00:00,1914-06-30 00:00:00,[43],[49.66166666666667],[3.365]
2307001,4,['METEO-FRANCE'],LA FERTE-MILON,1911-08-01 00:00:00,1959-02-28 00:00:00,"[65, 69]",[49.17333333333333],[3.13]
2308001,4,['METEO-FRANCE'],FESMY-LE-SART,1952-01-01 00:00:00,1970-07-31 00:00:00,[190],[50.06],[3.726666666666666]
2321001,4,['METEO-FRANCE'],FONTAINE-LES-VERVINS (FONTAINE-VV MAN),1977-10-01 00:00:00,2011-12-31 00:00:00,[184],[49.836333333333336],[3.8795]
2329001,4,['METEO-FRANCE'],FOURDRAIN (FOURDRAIN AGGLOMERATION),1875-01-01 00:00:00,1887-04-30 00:00:00,[90],[49.61],[3.471666666666666]
2345001,4,['AGENCE FINANCIERE DE BASSIN'],GIBERCOURT (GIBERCOURT BOURG),1970-09-01 00:00:00,1972-04-30 00:00:00,[103],[49.733333333333334],[3.288333333333333]
2360001,4,['METEO-FRANCE'],VILLENEUVE-SUR-AISNE (GUIGNICOURT AGGLOMERATION),1910-01-01 00:00:00,1914-06-30 00:00:00,[67],[49.435],[3.9666666666666672]
